
insert into TabladeTarjetas values(340383198517962, 'American Express', 'American Express', 'Karly M Soria', '42583', '46600', '23', '7758', '6065'),
(4592373968257310, 'Visa', 'Bank of America', 'Rich H Lerner', '39479', '42036', '3', '847', '4956'),
(346742141304113, 'American Express', 'USAA', 'Helen K Mcneil', '42064', '46447', '16', '45', '2801'),
(30484516208287, 'Diners Club International', 'Diners Club', 'Jerold Heflin', '41730', '46478', '5', '237', '9254'),
(6011867537916720, 'Discover', 'Discover', 'Nicholas Carter', '39508', '40603', '17', '246', '6810'),
(6011636121175710, 'Discover', 'Discover', 'Toby K Sisk', '42156', '43983', '3', '919', '2776'),
(3559134103022400, 'Japan Credit Bureau', 'JCB', 'Katherine X Black', '42826', '45017', '9', '349', '849'),
(6011044166685440, 'Discover', 'Discover', 'Dillon X Laws', '43009', '45931', '21', '863', '3092'),
(6011547227429340, 'Discover', 'Discover', 'Herman Walton', '41365', '42826', '16', '369', '3853'),
(346407580932762, 'American Express', 'Bank of America', 'Marylyn E Payne', '40452', '47392', '14', '5271', '8476'),
(347400690954866, 'American Express', 'American Express', 'Allen T Mclaughlin', '40513', '42339', '17', '3644', '5762'),
(3567976724130780, 'Japan Credit Bureau', 'JCB', 'Maude L Brantley', '40603', '41334', '21', '363', '4810'),
(377962244456543, 'American Express', 'American Express', 'Suzanne S Murphy', '41456', '47300', '15', '2420', '1826'),
(344553505519192, 'American Express', 'Bank of America', 'Adrian Edge', '40817', '43374', '4', '8949', '7673'),
(4302136564882570, 'Visa', 'PNC', 'Jessica C Todd', '39387', '45231', '5', '430', '1318'),
(3556690949964750, 'Japan Credit Bureau', 'JCB', 'Daysi G Delgadillo', '42887', '48366', '23', '527', '1200'),
(4902416494278500, 'Visa', 'Chase', 'Oscar Conner', '39264', '42917', '7', '606', '5978'),
(375085124102631, 'American Express', 'U.S. Bancorp', 'Dexter Y Linares', '40360', '42552', '14', '2096', '7750'),
(4703412532608980, 'Visa', 'Barclays', 'Judy T Herrera', '42856', '43221', '27', '929', '5992'),
(3530736259704210, 'Japan Credit Bureau', 'JCB', 'Sarita L Bradford', '41671', '44593', '7', '166', '4964'),
(4799954708158600, 'Visa', 'Chase', 'Harold B Wilson', '42036', '48611', '20', '233', '3830'),
(6011631765938620, 'Discover', 'Discover', 'Angle L Vetter', '39234', '39600', '1', '332', '9264'),
(4868945938564900, 'Visa', 'Barclays', 'Jennifer Henderson', '42430', '46082', '20', '593', '8737'),
(4023385767068830, 'Visa', 'First National', 'Lucie B Hatfield', '41821', '42917', '27', '478', '7366'),
(5166552495020180, 'Master Card', 'Chase', 'Erin C Frazier', '42887', '46539', '28', '214', '7212'),
(4711618644949900, 'Visa', 'PNC', 'Hollis Cate', '40391', '41487', '4', '205', '9853'),
(36506909074704, 'Diners Club International', 'Diners Club', 'David Q Wright', '40087', '40817', '22', '55', '7266'),
(5224510970724130, 'Master Card', 'GE Capital', 'Craig A Gilliland', '42675', '47788', '23', '348', '3392'),
(3579123634558810, 'Japan Credit Bureau', 'JCB', 'Edwin K Cortez', '40148', '46357', '8', '355', '6791'),
(3535941323812280, 'Japan Credit Bureau', 'JCB', 'Merrill J Bowie', '40422', '42248', '23', '50', '640'),
(4045094053114080, 'Visa', 'Chase', 'Joseph Calderon', '39995', '43647', '12', '397', '8833'),
(371013822467217, 'American Express', 'American Express', 'Eleni Mccallum', '39142', '40238', '8', '6046', '9406'),
(4845049690666170, 'Visa', 'PNC', 'Herbert W Macdonald', '40664', '46143', '3', '575', '9103'),
(3533496409832590, 'Japan Credit Bureau', 'JCB', 'Thanh H Ponce', '39753', '44501', '28', '564', '5142'),
(30135210228274, 'Diners Club International', 'Diners Club', 'Floyd X Schultz', '41365', '44287', '1', '898', '3515'),
(30903380683911, 'Diners Club International', 'Diners Club', 'Colin P Burkett', '40269', '44652', '3', '821', '3304'),
(6011804444404750, 'Discover', 'Discover', 'Samuel S Dawson', '42339', '43435', '25', '966', '6085'),
(6011492605759130, 'Discover', 'Discover', 'Erna B Nielson', '42948', '48427', '3', '879', '673'),
(5276748910348930, 'Master Card', 'Chase', 'Leon Kemp', '41760', '44682', '24', '900', '9991'),
(4497591660251270, 'Visa', 'Chase', 'Christal D Hatch', '41671', '46054', '17', '569', '7170'),
(341085320761439, 'American Express', 'USAA', 'Brian E Stein', '42979', '47727', '18', '9809', '7105'),
(6011666476140620, 'Discover', 'Discover', 'Jame S Rountree', '41091', '48030', '14', '837', '2253'),
(30192308680197, 'Diners Club International', 'Diners Club', 'Janet J Mason', '39753', '40118', '27', '618', '3825'),
(5231638173293010, 'Master Card', 'Wells Fargo', 'Derick N Milburn', '42095', '45017', '21', '225', '2437'),
(340731114995144, 'American Express', 'Bank of America', 'James I Miranda', '41091', '48396', '2', '7663', '3495'),
(5127795443307470, 'Master Card', 'Bank of America', 'Sonny A Benge', '42339', '44896', '19', '58', '9015'),
(3548511990143010, 'Japan Credit Bureau', 'JCB', 'Michael K Zamora', '39934', '46508', '6', '85', '8249'),
(5434864250765550, 'Master Card', 'Chase', 'Belva Blalock', '40118', '45597', '28', '915', '7537'),
(374535824110186, 'American Express', 'American Express', 'Benjamin D Lott', '41974', '49279', '23', '4806', '5579'),
(6011619482686560, 'Discover', 'Discover', 'Marquitta Moe', '41883', '45901', '10', '1', '3107'),
(4866751276014320, 'Visa', 'Chase', 'Justin R Booker', '39904', '40634', '20', '255', '7440'),
(6223977262177800, 'Discover', 'Discover', 'Teressa E Mcmullen', '42522', '48000', '25', '978', '8063'),
(30448626795350, 'Diners Club International', 'Diners Club', 'Sharon W Medina', '40269', '45383', '25', '409', '2208'),
(6011256558073370, 'Discover', 'Discover', 'Bart Lessard', '41030', '46874', '27', '318', '1103'),
(30990556966931, 'Diners Club International', 'Diners Club', 'Beth N Frank', '41395', '42125', '17', '401', '2304'),
(6481103187023220, 'Discover', 'Discover', 'Ezequiel Simms', '39630', '39995', '9', '362', '9419'),
(6011151780253230, 'Discover', 'Discover', 'Leslie Leonard', '39203', '43221', '16', '277', '2790'),
(378105846747435, 'American Express', 'American Express', 'Lucien Wyatt', '40057', '40422', '9', '2879', '7904'),
(3571791328759700, 'Japan Credit Bureau', 'JCB', 'Christine B Romero', '40756', '45870', '21', '94', '8758'),
(341303654274428, 'American Express', 'USAA', 'Caroyln D Burdick', '41153', '42614', '21', '6124', '1983'),
(6011997826118320, 'Discover', 'Discover', 'Zachary T Doyle', '42767', '44593', '9', '474', '1820'),
(30383562758718, 'Diners Club International', 'Diners Club', 'Claudia E Keeling', '42491', '47969', '16', '761', '3150'),
(6011084592179000, 'Discover', 'Discover', 'Charlie A Aguilar', '42767', '43862', '25', '679', '8509'),
(3538224119885440, 'Japan Credit Bureau', 'JCB', 'Matilde B True', '42736', '46023', '21', '636', '8758'),
(375095563231718, 'American Express', 'American Express', 'Martha Nolan', '42552', '45108', '1', '9952', '5912'),
(4683279480087470, 'Visa', 'Chase', 'Darrell Z Lemaster', '41944', '44866', '12', '64', '124'),
(3541399658680120, 'Japan Credit Bureau', 'JCB', 'Fred Yang', '41365', '47574', '8', '213', '2337'),
(4113418097438330, 'Visa', 'Chase', 'Tawna Hurst', '41821', '45839', '26', '857', '5530'),
(6011596396828280, 'Discover', 'Discover', 'Diane Bean', '41671', '46784', '21', '259', '3332'),
(349373849311270, 'American Express', 'American Express', 'Marcia R Fountain', '42095', '48670', '18', '4299', '7156'),
(3577559728455720, 'Japan Credit Bureau', 'JCB', 'Mary N Savage', '40513', '46357', '27', '7', '5873'),
(5186441960967440, 'Master Card', 'Capital One', 'Mireille M Lundy', '41944', '49249', '2', '862', '3527'),
(3558891900026630, 'Japan Credit Bureau', 'JCB', 'Jane N Sutton', '41944', '45231', '2', '895', '6024'),
(4504073458320940, 'Visa', 'Chase', 'Callie S Lopes', '39661', '43678', '19', '375', '1531'),
(30232282203143, 'Diners Club International', 'Diners Club', 'Ryan Hartman', '39479', '45689', '26', '974', '7886'),
(5329273433121190, 'Master Card', 'Bank of America', 'Homer E Cornett', '41487', '44774', '6', '557', '4569'),
(5298964419587750, 'Master Card', 'Capital One', 'Betty T Matthews', '41153', '47362', '16', '652', '4150'),
(4211173306050190, 'Visa', 'U.S. Bancorp', 'Teodoro V Lumpkin', '42125', '47969', '17', '469', '5897'),
(3564747308012970, 'Japan Credit Bureau', 'JCB', 'Lewis Jacobson', '42278', '47757', '6', '935', '1061'),
(6011107820661070, 'Discover', 'Discover', 'Erich B Kimball', '42125', '44682', '14', '502', '8731'),
(4958119484672240, 'Visa', 'Barclays', 'Leslie V Leach', '40087', '40817', '21', '848', '3112'),
(6573052701950000, 'Discover', 'Discover', 'Pablo Z Estevez', '42491', '49065', '11', '702', '7168'),
(379652014441845, 'American Express', 'American Express', 'Doris S Frye', '41730', '46844', '4', '3059', '5276'),
(6011586386722740, 'Discover', 'Discover', 'Minda Z Willett', '41061', '47635', '22', '240', '4495'),
(4200597673737640, 'Visa', 'Chase', 'Connie S Kirkland', '40330', '43983', '18', '32', '3089'),
(343147679365150, 'American Express', 'American Express', 'Tyrone Lang', '42856', '43221', '11', '3811', '7934'),
(4289559497952170, 'Visa', 'Citibank', 'Herman G Stokes', '41306', '42036', '5', '445', '3393'),
(3534171649579230, 'Japan Credit Bureau', 'JCB', 'Herschel E Stull', '39264', '40725', '26', '630', '1407'),
(4653137561530750, 'Visa', 'Chase', 'Ruby S Clarke', '42309', '47423', '21', '952', '1066'),
(5181862336948390, 'Master Card', 'Citibank', 'Hosea S Fernandes', '40118', '45597', '25', '140', '361'),
(378589628306264, 'American Express', 'American Express', 'Jeanette I Vinson', '39904', '44652', '19', '9244', '9530'),
(4383013465773120, 'Visa', 'GE Capital', 'Cathie L Cavazos', '42979', '48092', '26', '23', '5234'),
(3535989269356270, 'Japan Credit Bureau', 'JCB', 'Wayne Oliver', '41061', '43252', '22', '871', '5367'),
(6011480239875390, 'Discover', 'Discover', 'Jeromy Register', '42826', '43556', '5', '365', '2607'),
(30555907183138, 'Diners Club International', 'Diners Club', 'Bruce Lyons', '39234', '40695', '28', '7', '9848'),
(5330390061513660, 'Master Card', 'Citibank', 'Broderick Bowie', '41275', '47484', '16', '521', '5621'),
(5282116864167270, 'Master Card', 'Chase', 'Melissa F Henson', '39630', '45474', '2', '925', '2685'),
(3548347097799510, 'Japan Credit Bureau', 'JCB', 'Zella K Jackson', '39661', '46235', '20', '618', '7717'),
(36081253918096, 'Diners Club International', 'Diners Club', 'Anna E Mullen', '42491', '47969', '2', '844', '5829'),
(5312719291709670, 'Master Card', 'Capital One', 'Minh H Katz', '40422', '40787', '9', '73', '6245'),
(6011546399766010, 'Discover', 'Discover', 'Brent Valentine', '39722', '45566', '5', '853', '7612'),
(373865978748817, 'American Express', 'U.S. Bancorp', 'Del P Isaacson', '42248', '45901', '19', '1593', '5038'),
(5231766781810070, 'Master Card', 'Bank of America', 'Grace Santos', '41030', '46874', '24', '96', '59'),
(5492986396132350, 'Master Card', 'GE Capital', 'Kelvin K Phelps', '39142', '44256', '9', '255', '7473'),
(6011588751378110, 'Discover', 'Discover', 'Rosa H Weber', '41030', '48335', '11', '889', '4673'),
(30527029605272, 'Diners Club International', 'Diners Club', 'Darell B Pitt', '41426', '42156', '14', '25', '4122'),
(3541710837705950, 'Japan Credit Bureau', 'JCB', 'Andrew U Melendez', '40422', '43344', '8', '228', '4509'),
(3564340123116190, 'Japan Credit Bureau', 'JCB', 'Gail Ruth', '40544', '46753', '22', '958', '1518'),
(6011301277177880, 'Discover', 'Discover', 'Jamie Small', '39783', '41974', '1', '891', '2855'),
(5203538895078880, 'Master Card', 'Bank of America', 'Russel C Abraham', '39083', '42736', '24', '744', '1131'),
(3575581391083080, 'Japan Credit Bureau', 'JCB', 'Jerome T Simpson', '41091', '45108', '14', '896', '1316'),
(4650571809431040, 'Visa', 'Capital One', 'Sheron O Winslow', '40969', '45717', '13', '27', '93'),
(30951000135366, 'Diners Club International', 'Diners Club', 'Dale U Fisher', '41214', '43040', '15', '155', '2639'),
(3550851181858080, 'Japan Credit Bureau', 'JCB', 'Arden U Collado', '42767', '47150', '2', '600', '7745'),
(3549563730797700, 'Japan Credit Bureau', 'JCB', 'Peter I Lee', '40969', '44986', '1', '482', '6064'),
(6011264807834010, 'Discover', 'Discover', 'Sylvie F Owens', '39753', '42675', '16', '78', '4571'),
(30950870539970, 'Diners Club International', 'Diners Club', 'Zachary R Schmidt', '39692', '42248', '1', '441', '5534'),
(3548651427820350, 'Japan Credit Bureau', 'JCB', 'Jessica H Burnette', '42948', '48061', '7', '539', '2570'),
(3583847727913250, 'Japan Credit Bureau', 'JCB', 'Bobby Barr', '40544', '46388', '21', '603', '3566'),
(39252717230678, 'Diners Club International', 'Diners Club', 'Rolando I Chan', '39722', '44835', '25', '754', '8641'),
(343179000124881, 'American Express', 'American Express', 'Chris O Shaw', '39630', '42186', '2', '3453', '6102'),
(5447221182262040, 'Master Card', 'Capital One', 'Lionel O Hitt', '41487', '45505', '8', '939', '5038'),
(5132961301736860, 'Master Card', 'Chase', 'Joshua Z Hayes', '41944', '46692', '11', '355', '6144'),
(5422948938401590, 'Master Card', 'Chase', 'Lurlene D Curtin', '41153', '47362', '28', '526', '3458'),
(3566707559948530, 'Japan Credit Bureau', 'JCB', 'Frances Gomez', '39845', '46784', '20', '991', '6495'),
(5443318507595570, 'Master Card', 'Wells Fargo', 'Antonio T Jaramillo', '39661', '40756', '16', '291', '1821'),
(30914879312516, 'Diners Club International', 'Diners Club', 'Raymond O Bates', '39356', '45566', '1', '323', '4411'),
(3533057562943980, 'Japan Credit Bureau', 'JCB', 'Ardath Q Seward', '42552', '46569', '26', '825', '5310'),
(5314821382888900, 'Master Card', 'Barclays', 'Jennifer J Rodgers', '39448', '43466', '22', '391', '3483'),
(344113924906551, 'American Express', 'American Express', 'Alishia H Proffitt', '41913', '45566', '9', '9310', '5731'),
(30956993566857, 'Diners Club International', 'Diners Club', 'Jill Hurley', '41030', '46874', '7', '730', '554'),
(4829830917575340, 'Visa', 'Citibank', 'Lakeisha S Meadows', '41548', '46661', '25', '966', '5762'),
(378707697585325, 'American Express', 'American Express', 'Elaine E Lowery', '40969', '43525', '6', '4858', '7988'),
(6011417437006530, 'Discover', 'Discover', 'Kimberly S Elliot', '42278', '44835', '3', '817', '7131'),
(4041387330336360, 'Visa', 'Citibank', 'Pedro J Schneider', '42401', '46054', '24', '581', '4110'),
(6011757706662850, 'Discover', 'Discover', 'Stephane C Lieberman', '42186', '47665', '15', '130', '4323'),
(36641103502398, 'Diners Club International', 'Diners Club', 'Jorge Dorsey', '40483', '47058', '3', '998', '7112'),
(371667519843467, 'American Express', 'American Express', 'Forest V Woodward', '43009', '50314', '9', '93', '7838'),
(4123014212081510, 'Visa', 'Bank of America', 'Glen Goff', '42217', '44774', '23', '945', '255'),
(341368075104314, 'American Express', 'American Express', 'Ricky M Mcwhorter', '41760', '42856', '2', '9568', '3596'),
(348690741101173, 'American Express', 'American Express', 'Gloria M Nunez', '41548', '44835', '14', '8899', '8671'),
(30182046889036, 'Diners Club International', 'Diners Club', 'Alphonse S Mckenzie', '40603', '43525', '10', '467', '7529'),
(4932023234810190, 'Visa', 'U.S. Bancorp', 'Tracy P Barrera', '42430', '46447', '9', '753', '578'),
(30026848879432, 'Diners Club International', 'Diners Club', 'Rosalva J Clegg', '40452', '45566', '28', '325', '6936'),
(343551586057042, 'American Express', 'American Express', 'Stephen Bishop', '40452', '47392', '21', '3086', '8224'),
(5492258782520990, 'Master Card', 'Chase', 'Mellisa D Warner', '39661', '40756', '20', '791', '2651'),
(4872267429755000, 'Visa', 'Chase', 'Wesley S Bird', '42005', '45292', '5', '199', '6367'),
(3547637997766470, 'Japan Credit Bureau', 'JCB', 'Mikki Hurtado', '39995', '46204', '25', '506', '8606'),
(3572314223378370, 'Japan Credit Bureau', 'JCB', 'Debra N Bolton', '42887', '43983', '1', '628', '8607'),
(6011303921570990, 'Discover', 'Discover', 'Maddie Totten', '40210', '44228', '13', '25', '7824'),
(30549755359668, 'Diners Club International', 'Diners Club', 'Frances P Huff', '42186', '44743', '15', '677', '4386'),
(6011438184619220, 'Discover', 'Discover', 'Willie K Raney', '41548', '46296', '11', '981', '6434'),
(6011728650549140, 'Discover', 'Discover', 'Danielle T Bowman', '42795', '43160', '2', '407', '1961'),
(4154757794628190, 'Visa', 'U.S. Bancorp', 'Lincoln U Forman', '41487', '47696', '26', '569', '9747'),
(379939690761780, 'American Express', 'American Express', 'Cheryl W Clay', '39142', '42795', '19', '903', '5163'),
(5475325131190810, 'Master Card', 'GE Capital', 'Fred F Ledesma', '42217', '44044', '19', '20', '6968'),
(372645880931698, 'American Express', 'U.S. Bancorp', 'Andrew Lott', '41000', '42826', '6', '8291', '4266'),
(39839088901174, 'Diners Club International', 'Diners Club', 'Edelmira Baber', '40269', '46113', '18', '510', '3606'),
(30320058469996, 'Diners Club International', 'Diners Club', 'Grace P Pate', '41183', '43009', '7', '607', '3762'),
