insert into creitcardsexcel values('Card Type Full Name', 'Issuing Bank', Card Number, 'Card Holder's Name', CVV/CVV2, Issue Date, Expiry Date, Billing Date, Card PIN, Credit Limit),
('Japan Credit Bureau', 'JCB', 3589051196149630, 'Rita G Rowe', 947, 42461, 42826, 1, 1842, 155500),
('Discover', 'Discover', 6011331729210160, 'Rodger C Armstrong', 965, 42948, 49888, 14, 4384, 35200),
('Visa', 'First National', 4652209400476540, 'Tony W Cash', 284, 39479, 41306, 19, 913, 129200),
('Japan Credit Bureau', 'JCB', 3583743993623160, 'Samella M Moon', 740, 42767, 48245, 17, 3236, 18400),
('Discover', 'Discover', 6229022667441620, 'Curtis P Wilcox', 82, 39722, 41183, 23, 7410, 15100),
('Japan Credit Bureau', 'JCB', 3557654767945350, 'Donnetta V Richmond', 112, 41852, 45870, 25, 836, 117600),
('American Express', 'American Express', 342800376933818, 'Brenda X Ryan', 8359, 41122, 43678, 11, 4587, 186000),
('Master Card', 'Chase', 5494876925623870, 'Cristobal G Bell', 873, 39142, 45352, 4, 5625, 124400),
('Master Card', 'Citibank', 5388042996237190, 'Veronica Holman', 340, 40940, 43132, 15, 2509, 56500),
('Discover', 'Discover', 6011812508763540, 'Elden Shin', 465, 40148, 45992, 2, 1235, 103800),
('Visa', 'Chase', 4085339425721560, 'Rebecca Sims', 440, 39722, 40452, 10, 8802, 133900),
('Visa', 'Chase', 4380481181823270, 'Tony A Kern', 926, 40817, 47392, 26, 9241, 37800),
('Master Card', 'Barclays', 5134640482888930, 'Jerome M Rodgers', 249, 41579, 43040, 4, 5374, 141500),
('Diners Club International', 'Diners Club', 30254148648758, 'Julianna Z Baugh', 704, 43009, 48488, 13, 3999, 39900),
('Discover', 'Discover', 6011458692087890, 'Lori Q Velez', 606, 40391, 42217, 17, 8928, 179600),
('Diners Club International', 'Diners Club', 30954907766598, 'Andres M Douglas', 671, 39295, 45870, 3, 6101, 196500),
('Diners Club International', 'Diners Club', 30265194450303, 'Steve Fry', 186, 42125, 46508, 3, 5579, 156800),
('Discover', 'Discover', 6011516974848610, 'Eladia B Helm', 37, 39539, 41365, 14, 3535, 87900),
('American Express', 'American Express', 373902420844777, 'Joanne Garrett', 36, 40817, 47392, 5, 2376, 181400),
('Japan Credit Bureau', 'JCB', 3558349242286370, 'Erica I Schneider', 375, 39539, 46844, 17, 2099, 181600),
('Visa', 'Chase', 4801163699419410, 'Gladys W Thompson', 220, 41365, 42826, 9, 1065, 88000),
('Master Card', 'Bank of America', 5110092097700010, 'Elvis Smalls', 75, 43040, 47788, 22, 9138, 113000),
('Visa', 'Chase', 4897637066875090, 'Tony R Maldonado', 118, 40725, 41091, 15, 1878, 127900),
('American Express', 'American Express', 345194767901486, 'Arnulfo D Sauer', 6699, 40756, 41487, 1, 7161, 134100),
('Discover', 'Discover', 6011342355301670, 'Phillip Estes', 270, 42795, 47178, 27, 7677, 141200),
('American Express', 'American Express', 378202340650460, 'Zack Roland', 3722, 40940, 47515, 17, 6405, 78600),
('Diners Club International', 'Diners Club', 30560108611184, 'Kelly D Norman', 936, 40148, 42705, 8, 1269, 93400),
('Discover', 'Discover', 6011861509023340, 'Guillermina X Carpenter', 248, 42614, 44805, 17, 7906, 128600),
('Diners Club International', 'Diners Club', 36888753893532, 'Roberto Z Meyer', 245, 41456, 47300, 28, 1188, 152400),
('Master Card', 'Citibank', 5319202030819620, 'Jesse Shinn', 517, 41852, 48792, 13, 1139, 108600),
('Visa', 'Chase', 4292498538281580, 'Jacqueline W Kelley', 732, 41122, 41487, 28, 3771, 50400),
('Master Card', 'Chase', 5245546428178960, 'Gerard I Mueller', 524, 39692, 41883, 18, 2795, 164000),
('Discover', 'Discover', 6011449797104430, 'Joan K Stephens', 602, 42064, 46813, 9, 1836, 184100),
('Discover', 'Discover', 6599334440959820, 'Barabara U Demers', 235, 39448, 39814, 7, 5750, 27200),
('Diners Club International', 'Diners Club', 30167258847327, 'Anita Joyner', 110, 39722, 41548, 13, 2770, 110600),
('Visa', 'Chase', 4655532015954470, 'Santos T Burris', 261, 40664, 46874, 2, 9793, 12200),
('Diners Club International', 'Diners Club', 30497754706945, 'Matthew J Larsen', 689, 42461, 48670, 1, 1352, 29600),
('Visa', 'Chase', 4497655215594210, 'Walter C Powell', 260, 41548, 47757, 10, 8171, 86400),
('American Express', 'American Express', 343995607755490, 'Monica F Casey', 7318, 40118, 42675, 23, 5102, 52600),
('American Express', 'American Express', 346803901894766, 'Anisa S Coyle', 8832, 42461, 49035, 7, 6522, 64700),
('Diners Club International', 'Diners Club', 36239058208424, 'Sherry Z Graham', 269, 43040, 43770, 24, 2494, 94800),
('American Express', 'USAA', 343888624356600, 'Toby S Beaman', 8465, 39173, 40269, 1, 3254, 30700),
('Diners Club International', 'Diners Club', 30930452205406, 'Thelma I Golden', 712, 41426, 47635, 15, 6827, 37200),
('Japan Credit Bureau', 'JCB', 3566537575039140, 'Roderick L Spears', 951, 40118, 44501, 2, 2921, 135200),
('Discover', 'Discover', 6011770230203220, 'Shirley S Bailey', 100, 42309, 44501, 28, 1074, 47200),
('Diners Club International', 'Diners Club', 30270703566458, 'Irma M Patton', 942, 39203, 42856, 8, 6684, 109500),
('Master Card', 'Citibank', 5411454971332550, 'Clifford Chase', 116, 39934, 41760, 28, 1519, 41000),
('Master Card', 'Chase', 5301468766737190, 'Orville A Milligan', 807, 41852, 48792, 5, 6396, 21600),
('Diners Club International', 'Diners Club', 36128145436561, 'Joseph Roth', 56, 41395, 42491, 4, 495, 172700),
('Diners Club International', 'Diners Club', 30950044041085, 'Lucy X Kidwell', 135, 42736, 46023, 18, 1382, 46700),
('Visa', 'GE Capital', 4437221223560370, 'Joanne C Johnson', 284, 40848, 44136, 26, 1041, 96000),
('American Express', 'American Express', 345486678972758, 'Cyril D Tamayo', 5061, 43070, 44896, 21, 9482, 114100),
('Master Card', 'Citibank', 5143658488482690, 'Florence Kirkland', 863, 42005, 43831, 18, 8778, 119800),
('American Express', 'American Express', 373374118855020, 'Harlan H Elkins', 8430, 39142, 42795, 13, 6410, 148500),
('Visa', 'Wells Fargo', 4058389252211810, 'Lorraine D Rosa', 715, 42217, 49157, 14, 8829, 198400),
('Japan Credit Bureau', 'JCB', 3577020345019960, 'Sandy Catlett', 289, 41275, 48580, 6, 9998, 151600),
('Diners Club International', 'Diners Club', 30106545760992, 'Kathy Henry', 427, 42309, 48884, 6, 8092, 161600),
('Japan Credit Bureau', 'JCB', 3589603518561460, 'Rolf Gladden', 329, 39114, 40940, 11, 8382, 178000),
('American Express', 'USAA', 343231174795507, 'Roy Gonzalez', 69, 42826, 49035, 4, 5672, 73300),
('Diners Club International', 'Diners Club', 36455424330904, 'Tyron Sparrow', 267, 42583, 45139, 6, 3701, 115000),
('Diners Club International', 'Diners Club', 30960214169913, 'Norman X Flynn', 284, 42826, 49035, 13, 6791, 34500),
('Diners Club International', 'Diners Club', 30287040163757, 'Jessie D Whalen', 475, 41426, 45078, 28, 5363, 177200),
('American Express', 'American Express', 379501845275049, 'Beverly S Baxter', 7780, 42917, 48396, 13, 7993, 128400),
('Discover', 'Discover', 6011048453360540, 'Marquetta Mcmaster', 748, 39722, 41548, 5, 9443, 28400),
('Discover', 'Discover', 6573129120244580, 'Leroy Owen', 617, 39083, 41640, 3, 3941, 105600),
('Japan Credit Bureau', 'JCB', 3569523742627950, 'Cheyenne H Dorris', 144, 42491, 47969, 21, 3281, 197800),
('Japan Credit Bureau', 'JCB', 3576972904940760, 'Jacob P Hardin', 664, 40483, 47058, 7, 8634, 173900),
('Japan Credit Bureau', 'JCB', 3577476441536620, 'Sanjuana Francois', 917, 40848, 42675, 19, 6831, 188000),
('Japan Credit Bureau', 'JCB', 3583362101776390, 'Richard D Whitehead', 944, 41699, 46082, 4, 6351, 115900),
('Master Card', 'Wells Fargo', 5450384221580640, 'Frederic N London', 175, 39479, 42401, 9, 4834, 77300),
('Master Card', 'Bank of America', 5335413393035780, 'Joan B Harrington', 476, 42948, 49157, 28, 130, 90900),
('Visa', 'First National', 4696485407363810, 'Deshawn E Carrasco', 427, 41275, 43831, 12, 6377, 107500),
('Master Card', 'U.S. Bancorp', 5323486013875470, 'Samuel C Sherman', 156, 42887, 45809, 9, 8106, 63200),
('American Express', 'U.S. Bancorp', 374038586019174, 'Sherise Sims', 7519, 41760, 43586, 25, 891, 24900),
('Discover', 'Discover', 6477917822658830, 'Vernon Henry', 416, 39173, 46113, 12, 499, 166500),
('Diners Club International', 'Diners Club', 30256664354141, 'Katy E Daniels', 402, 41699, 43525, 6, 2159, 172600),
('Master Card', 'Chase', 5232826950941300, 'Henry F Vaughan', 699, 42856, 49065, 28, 2597, 180600),
('Discover', 'Discover', 6011366119214940, 'Abel Shanks', 433, 40026, 41487, 24, 4400, 113400),
('Japan Credit Bureau', 'JCB', 3528054547391690, 'Ida Brady', 157, 40664, 45047, 13, 1514, 146900),
('American Express', 'Bank of America', 348804091385803, 'Genoveva X Thurman', 8625, 40909, 46388, 9, 6976, 111000),
('Master Card', 'Citibank', 5289201690915470, 'Esther T Mathews', 35, 40664, 46143, 5, 7055, 13200),
('Diners Club International', 'Diners Club', 30180055029007, 'Suzann Q Rodrigues', 185, 40057, 44805, 28, 6800, 198900),
('Visa', 'Citibank', 4615039341495350, 'Leonard Britt', 868, 40179, 42370, 10, 9494, 48100),
('Discover', 'Discover', 6011116425251290, 'Taina U Hatchett', 830, 42005, 44197, 3, 3, 172300),
('Diners Club International', 'Diners Club', 30249006193293, 'Suzanne C Buck', 79, 42948, 46600, 19, 9579, 12700),
('American Express', 'Bank of America', 372700792429164, 'Jere Tyler', 7141, 42705, 45261, 10, 6918, 78300),
('Japan Credit Bureau', 'JCB', 3570249493104230, 'Michelle Newton', 272, 39114, 40575, 2, 8576, 63500),
('Visa', 'USAA', 4524426935151150, 'Kaleigh Walter', 897, 41153, 42248, 21, 6949, 72700),
('Diners Club International', 'Diners Club', 30999361113548, 'Esther F Bender', 468, 40179, 41640, 18, 8666, 138900),
('Diners Club International', 'Diners Club', 30295265085084, 'Chester A Williford', 79, 41760, 43952, 27, 2382, 74300),
('Visa', 'Chase', 4308637734323300, 'Justin Perry', 493, 43040, 49249, 25, 6503, 139500),
('Diners Club International', 'Diners Club', 30417269859393, 'Kendall H Samples', 745, 41730, 44287, 12, 2711, 79900),
('Visa', 'Citibank', 4306293248783760, 'Denise D Wood', 483, 42095, 42826, 11, 5249, 28700),
('Diners Club International', 'Diners Club', 30037396543858, 'Emmett White', 597, 39722, 41183, 13, 3524, 147600),
('Master Card', 'Capital One', 5240215885889090, 'Ryan Poole', 757, 40269, 41365, 10, 2902, 168700),
('Discover', 'Discover', 6011446810211820, 'Brittney Blackmon', 488, 41334, 43160, 17, 6534, 53300),
('Visa', 'Chase', 4035172133753050, 'Mildred Thornton', 446, 39083, 40179, 13, 7221, 163500),
('Japan Credit Bureau', 'JCB', 3538401030737380, 'Lauren K Jordon', 179, 42614, 49919, 26, 9790, 196500),
('American Express', 'American Express', 344690770964941, 'Angela B Sullivan', 3449, 40057, 43709, 11, 66, 40000),
('Master Card', 'Citibank', 5383121148592480, 'Tianna K Dominguez', 325, 39753, 40118, 15, 9663, 52700),
('Diners Club International', 'Diners Club', 30133361019162, 'Rose A House', 832, 40634, 46113, 19, 6469, 42500),
('Discover', 'Discover', 6011968683428430, 'Mikel Braden', 684, 41365, 45383, 6, 8639, 24700),
('Discover', 'Discover', 6011349018943520, 'Jerome W Hale', 249, 41883, 45901, 20, 6236, 116800),
('American Express', 'USAA', 375057389703148, 'Carmen S Cano', 9781, 41791, 48000, 8, 5502, 45000),
('American Express', 'Bank of America', 379831367222479, 'Katie U Cobb', 7264, 42795, 43891, 26, 8407, 15100),
('American Express', 'American Express', 375998876838121, 'Alexander N Shoemaker', 6430, 42522, 49096, 13, 6957, 116000),
('Diners Club International', 'Diners Club', 30239101421996, 'Brent Y Powers', 830, 39295, 44044, 10, 1380, 52400),
('Japan Credit Bureau', 'JCB', 3536659277963310, 'Edwardo Q Nation', 123, 43070, 50010, 15, 2269, 36900),
('Visa', 'Chase', 4073133535221890, 'Erin G Collins', 136, 42401, 45689, 20, 4005, 120100),
('American Express', 'American Express', 371422236468127, 'Hong F Dodge', 3864, 41671, 43497, 16, 4961, 176400),
('Master Card', 'Wells Fargo', 5454411694904180, 'Eva Jefferson', 452, 42979, 49919, 21, 5477, 123200),
('Visa', 'USAA', 4681577109411200, 'Marge V Lew', 746, 42948, 49157, 6, 8155, 66800),
('Discover', 'Discover', 6011110511545050, 'Jacob Carr', 309, 41883, 45170, 8, 4321, 111900),
('Discover', 'Discover', 6484957543760370, 'Dominque I Osorio', 531, 41791, 47635, 12, 2601, 194200),
('Discover', 'Discover', 6011857923484360, 'Leonard Y Moore', 520, 42614, 47362, 22, 9297, 138500),
('American Express', 'U.S. Bancorp', 343859176509839, 'Dirk Cross', 8836, 42278, 44470, 22, 8974, 53000),
('Visa', 'U.S. Bancorp', 4295969246985870, 'Ricky Gates', 813, 39264, 42917, 25, 7530, 105100),
('American Express', 'American Express', 346989868403509, 'Carrol O Kowalski', 5039, 41944, 45231, 24, 8473, 27000),
('Diners Club International', 'Diners Club', 30222770879439, 'Aaron Barton', 493, 40575, 44593, 2, 7681, 109200),
('American Express', 'American Express', 348510290916153, 'Esperanza G Stowe', 3223, 41030, 42491, 9, 8325, 69600),
('Discover', 'Discover', 6011837776558090, 'Steven Deleon', 383, 39387, 42309, 6, 8462, 126400),
('Visa', 'PNC', 4889848872015440, 'Lavona B Blythe', 693, 40210, 46054, 7, 1219, 177500),
('Japan Credit Bureau', 'JCB', 3535155979961160, 'Lloyd Q Wooten', 110, 42491, 46508, 23, 5325, 13000),
('Diners Club International', 'Diners Club', 30235386605030, 'Chan V Manzo', 24, 39508, 42795, 12, 249, 100600),
('Diners Club International', 'Diners Club', 30092060259794, 'Marjorie A Nolan', 237, 42095, 42826, 8, 623, 93300),
('Discover', 'Discover', 6011492040455230, 'Altagracia Z Bennett', 32, 41334, 44256, 7, 3437, 144300),
('Japan Credit Bureau', 'JCB', 3575214663359590, 'Helen U Gamble', 423, 41883, 48458, 14, 5059, 177400),
('American Express', 'American Express', 370308394440779, 'Tyron Q Chamberlain', 7500, 42979, 49188, 16, 4378, 30700),
('Discover', 'Discover', 6011699942099290, 'Suzanne Snider', 325, 39600, 46905, 10, 738, 31300),
('Japan Credit Bureau', 'JCB', 3577935438428430, 'Jacques Y Benefield', 737, 42401, 46054, 17, 8087, 53100),
('Diners Club International', 'Diners Club', 30273072730093, 'Jeremy Nelson', 655, 41579, 43040, 4, 8630, 189900),
('Discover', 'Discover', 6011321405688960, 'Keisha Lord', 679, 40787, 42979, 23, 3600, 63800),
('American Express', 'American Express', 374709096258052, 'Lois L Barron', 951, 42767, 49341, 6, 5770, 147900),
('Master Card', 'U.S. Bancorp', 5132738183572840, 'Keturah Sweet', 901, 39356, 44470, 12, 7397, 53500),
('Japan Credit Bureau', 'JCB', 3558466663025230, 'Ruth R Mack', 630, 40969, 42430, 19, 9981, 136300),
('American Express', 'American Express', 349525601982511, 'Hettie N Prosser', 910, 41760, 42125, 13, 4209, 49300),
('Visa', 'GE Capital', 4303713736681920, 'Paula T Leon', 48, 39539, 41730, 21, 2462, 194200),
('Discover', 'Discover', 6454757587379810, 'Shane B Forster', 566, 40330, 47270, 19, 4267, 143700),
('Master Card', 'Chase', 5489943384746170, 'Audrey S Wolf', 46, 39814, 40909, 16, 1033, 176200),
('Visa', 'Chase', 4340635219418720, 'Dion M Miles', 707, 42917, 48396, 6, 8563, 185700),
('Master Card', 'Bank of America', 5219581595086280, 'Samuel F Dawson', 924, 40391, 43678, 19, 9361, 14200),
('Visa', 'Chase', 4052830199002170, 'Erika Havens', 849, 42217, 49157, 23, 6178, 43100),
('Master Card', 'USAA', 5265045001264600, 'Lee Little', 251, 39569, 46874, 19, 9970, 165700),
('Visa', 'Citibank', 4848574473279380, 'Liane Kish', 216, 40969, 47178, 13, 244, 61300),
('Visa', 'Barclays', 4880007890987870, 'Steve Kerr', 90, 41456, 42917, 14, 1354, 142200),
('Diners Club International', 'Diners Club', 30524961461152, 'Monty E Jorgensen', 842, 42461, 47574, 24, 1599, 62100),
('American Express', 'American Express', 377804445355704, 'Melanie J Buckner', 9588, 41426, 47270, 12, 2012, 88000),
('Visa', 'Chase', 4532489246172050, 'Jeannie U Bethel', 426, 42583, 45139, 27, 1706, 23500),
('American Express', 'American Express', 374802851354818, 'Pauline Johns', 2364, 41913, 46661, 24, 6696, 165500),
('Diners Club International', 'Diners Club', 30070824530742, 'Don Levesque', 322, 42156, 43617, 10, 8888, 119500),
('Discover', 'Discover', 6011686846996910, 'Vanessa Knox', 503, 42856, 47969, 7, 2706, 151400),
('American Express', 'American Express', 340683916503735, 'Elwanda B Pitman', 972, 39753, 44501, 16, 4441, 124400),
('Japan Credit Bureau', 'JCB', 3565245821972230, 'Keith C Conley', 371, 39692, 43344, 1, 6541, 177600),
('Japan Credit Bureau', 'JCB', 3547603370369150, 'Ryan Couture', 431, 41426, 45809, 4, 7704, 137100),
('Discover', 'Discover', 6011185017349230, 'Ricky K Head', 964, 39814, 40909, 5, 3700, 174700),
('Japan Credit Bureau', 'JCB', 3557690459811390, 'Freeman N Calabrese', 908, 40391, 45870, 9, 1627, 64200),
('Visa', 'PNC', 4959404975493300, 'Victor K Sutton', 662, 41640, 43466, 19, 6977, 186700),
('Master Card', 'Chase', 5249997753980980, 'Clemmie O Harry', 553, 39934, 43221, 23, 2912, 102100),
('Master Card', 'U.S. Bancorp', 5273834829301070, 'Doris I Stephenson', 535, 39417, 44531, 18, 1028, 160300),
('Diners Club International', 'Diners Club', 30982439513667, 'Carmen Gresham', 79, 41306, 46054, 22, 3290, 132800),
('American Express', 'American Express', 376318424060285, 'Maria U Carroll', 4522, 41456, 47665, 24, 3553, 142400),
('Diners Club International', 'Diners Club', 30003809294968, 'Grant O Rapp', 574, 41153, 42614, 21, 987, 177400),
('Discover', 'Discover', 6011712319975830, 'Geraldine F Reyes', 82, 42644, 44470, 22, 5888, 154400),
('American Express', 'American Express', 376939541469255, 'Sophia U Corwin', 458, 40483, 41214, 20, 3956, 108300),
('Master Card', 'Barclays', 5226756517943690, 'Darlene P Hurst', 359, 39264, 42917, 7, 8315, 10300),
('Visa', 'Chase', 4178452530981350, 'Marco E Mcdaniel', 155, 42826, 43922, 10, 8921, 98300),
('Japan Credit Bureau', 'JCB', 3535330885680110, 'Brian T Eaton', 786, 40940, 44593, 22, 7927, 155300),
('Discover', 'Discover', 6594004158514710, 'Manual H Reichert', 535, 39264, 42552, 19, 2811, 102700),
('Japan Credit Bureau', 'JCB', 3564960130765170, 'Sara Spencer', 65, 43040, 49249, 23, 9331, 83400),
('American Express', 'American Express', 341038805693593, 'Janett P Gilman', 7389, 42552, 44378, 12, 5632, 137600),
('Master Card', 'Citibank', 5341027929892720, 'Randall U Cameron', 678, 39783, 44531, 11, 1021, 68600),
('Discover', 'Discover', 6011437938811090, 'Lemuel R Tolley', 667, 41365, 46844, 10, 6354, 125900),
('Japan Credit Bureau', 'JCB', 3583534051617880, 'Clara Green', 501, 40087, 43009, 11, 2727, 11400),
('Diners Club International', 'Diners Club', 30117366108096, 'Sharyl P Maher', 923, 41091, 45839, 1, 5865, 28200),
('American Express', 'U.S. Bancorp', 376898996262021, 'Melanie Sutton', 876, 42036, 46054, 28, 1554, 90500),
('Japan Credit Bureau', 'JCB', 3570163844261230, 'Juan Bruno', 465, 41883, 44440, 22, 3556, 76600),
